id,wurfl-id,user-agent
autogen-124,apple_ipod_touch_ver2_2_subenus_5g77a,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2 like Mac OS X; sv-se) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77a Safari/525.20"
autogen-125,apple_ipod_touch_ver2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A345 Safari/525.20"
autogen-126,apple_ipod_touch_ver1,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A100a Safari/419.3"
autogen-127,apple_ipod_touch_ver4,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko)"
autogen-128,apple_ipod_touch_ver3,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/3.1.1 Mobile/7A259g Safari/525.20"
autogen-129,apple_itouch_ver1,"Mozilla/5.0 (itouch; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1A538a Safari/419.3"
autogen-130,apple_ipod_touch_ver2_sub5c1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_0_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5C1 Safari/525.20"
autogen-131,apple_ipod_touch_ver1_os211,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F138 Safari/525.20"
autogen-132,apple_ipod_touch_ver1_os201,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_0_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5B108 Safari/525.20"
autogen-133,apple_ipod_touch_ver3_1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Mobile/7C106c"
autogen-134,apple_ipod_touch_ver2_1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F90 Safari/525.20"
autogen-135,apple_ipod_touch_ver2_2,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 2_2 like Mac OS X; en-us) AppleWebKit/528.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5G77 Safari/525.20"
autogen-136,apple_ipod_touch_ver1_sub4a93_plpl,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; pl-pl) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A93 Safari/419.3"
autogen-137,apple_ipod_touch_ver1_sub4a93_ptpt,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; pt-pt) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A93 Safari/419.3"
autogen-138,apple_ipod_touch_ver1_it,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; it-it) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11a Safari/525.20"
autogen-139,apple_ipod_touch_ver3_1_3_subua,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 3_1_3 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E16 Safari/528.16"
autogen-140,apple_ipod_touch_ver3_enus,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16"
autogen-141,apple_ipod_touch_ver1_no_u,"Mozilla/5.0 (iPod; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A110a Safari/419.3"
autogen-142,apple_ipod_touch_ver2_1_subenus_sub5f138,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5F138"
autogen-143,apple_ipod_touch_ver1_es,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; es) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A102 Safari/419.3"
autogen-144,apple_ipod_touch_ver1_fr,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; fr-fr) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11a Safari/525.20"
autogen-145,apple_ipod_touch_ver2_sub525181,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-146,apple_ipod_touch_ver1_de,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; de-de) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3A110a Safari/419.3"
autogen-147,apple_ipod_touch_ver2_2_1_subenus,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-148,apple_ipod_touch_ver2_2_1_sub5h11,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5H11"
autogen-149,apple_ipod_touch_ver2_2_1_subengb,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; en-gb) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11 Safari/525.20"
autogen-150,apple_ipod_touch_ver3_1_subua,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 3_1 like Mac OS X; en_us)
autogen-151,apple_ipod_touch_ver3_1_2_sub7d11,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_2 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7D11 Safari/528.16"
autogen-152,apple_ipod_touch_ver1_sub3b48b_jajp,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; ja-jp) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-153,apple_ipod_touch_ver2_1_engb,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1 like Mac OS X; en-gb) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-154,apple_ipod_touch_ver1_sub3b48b_itit,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; it-it) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-155,apple_ipod_touch_ver1_sub3b48b_zhtw,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; zh-tw) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-156,apple_ipod_touch_ver3_1_2_subua,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 3_1_2 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-157,apple_ipod_touch_ver1_sub3b48b_ruru,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; ru-ru) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-158,apple_ipod_touch_ver1_sub3b48b_nlnl,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; nl-nl) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-159,apple_ipod_touch_ver2_2_1_es,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_2_1 like Mac OS X; es-es) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5H11a Safari/525.20"
autogen-160,apple_ipod_touch_ver2_1_subenus,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5F137 Safari/525.20"
autogen-161,apple_ipod_touch_ver1_sub3b48b_svse,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; sv-se) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-162,apple_ipod_touch_ver1_sub3b48b_fifi,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; fi-fi) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-163,apple_ipod_touch_ver1_sub4b1,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4B1 Safari/419.3"
autogen-164,apple_ipod_touch_ver1_sub3b48b_zhcn,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; zh-cn) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-165,apple_ipod_touch_ver1_sub3b48b_kokr,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; ko-kr) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-166,apple_ipod_touch_ver1_sub3b48b_dadk,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; da-dk) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/3B48b Safari/419.3"
autogen-167,apple_ipod_touch_ver1_sub4a102,"Mozilla/5.0 (iPod; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/3.0 Mobile/4A102 Safari/419.3"
autogen-168,apple_ipod_touch_ver2_1_frfr,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_1 like Mac OS X; fr-fr) AppleWebKit/525.18.1 (KHTML, like Gecko) Mobile/5F137"
autogen-169,apple_ipod_touch_ver4_subua,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 4_0 like Mac OS X; HW iPod2,1; en_us) AppleWebKit/525.18.1 (KHTML, like Gecko)"
autogen-170,apple_ipod_touch_ver2_sub5a347,"Mozilla/5.0 (iPod; U; CPU iPhone OS 2_0 like Mac OS X; en-us) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.1 Mobile/5A347 Safari/525.20"
autogen-171,generic_android,"Mozilla/5.0 (Linux; U; Android 0.5; en-us) AppleWebKit/522+ (KHTML, like Gecko) Safari/419.3"
autogen-172,generic_android_ver2_subsdk,"Mozilla/5.0 (Linux; U; Android 2.0; en-us; sdk Build/ECLAIR) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-173,android_sdk_sub525,"Mozilla/5.0 (Linux; U; Android 1.1; en-us; generic) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-174,generic_android_ver2_1_subsdk,"Mozilla/5.0 (Linux; U; Android 2.1; en-us; sdk Build/ERD79) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-175,generic_android_ver2_1_subgoogle_sdk,"Mozilla/5.0 (Linux; U; Android 2.1; en-us; google_sdk Build/ERD79) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-176,generic_android_ver2_subgoogle_sdk,"Mozilla/5.0 (Linux; U; Android 2.0; en-us; google_sdk Build/ECLAIR) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-177,generic_android_nover,Mozilla/5.0 (Linux; U; Android
autogen-178,generic_android_1_6_win,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; google_sdk Build/DRC76) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-180,generic_android_2,"Mozilla/5.0 (Linux; U; Android 2.0; en-us; google_sdk Build/ECLAIR) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
autogen-181,generic_android_2_0_1,"Mozilla/5.0 (Linux; U; Android 2.0.1; en-us; google_sdk Build/ECLAIR) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
autogen-182,nexus_one_2_2_frg22d_1,"Mozilla/5.0 (Linux; U; Android 2.2; en-us; Droid Build/FRG22D) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
autogen-183,tmobile_droidx_vzw_22_1,"Mozilla/5.0 (Linux; U; Android 2.2; en-us; DROIDX Build/VZW) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 480X854 motorola DROIDX"
autogen-184,generic_android_ver2,Mozilla/5.0 (Linux; U; Android 2.0;
autogen-185,generic_android_ver2_subeclair,Mozilla/5.0 (Linux; U; Android Eclair;
autogen-186,android_nexus_one_2_2_1_en_gb_questi_1,"Mozilla/5.0 (Linux; U; Android 2.2.1; en-gb; Nexus One Build/FRG83) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
autogen-188,generic_android_ver1_5,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; generic) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-189,generic_android_ver2_1,Mozilla/5.0 (Linux; U; Android 2.1;
autogen-190,nexus_one_2_2_frf91_1,"Mozilla/5.0 (Linux; U; Android 2.2; en-us; Nexus One Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
autogen-191,htc_android_g1_ver1_sub16,"Mozilla/5.0 (Linux; U; Android 1.6; zh-cn; T-Mobile G1 Build/DRC83) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-192,htc_android_g1_ver1_subua,"Mozilla/5.0 (Linux; U; Android 1.5; de-; T-Mobile G1 Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-193,htc_android_g1_ver1_cupcake,"Mozilla/5.0 (Linux; U; Android 1.5; en-us T-Mobile G1 Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20"
autogen-194,era_g1_ver1,"Mozilla/5.0 (Linux; U; Android 1.5; pl-pl; Era G1 Build/CRC1) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20090728)"
autogen-195,htc_dream_ver1_subuauk_enau,"Mozilla/5.0 (Linux; U; Android 1.1; en-au; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-196,htc_dream_ver1_subuauk_de,"Mozilla/5.0 (Linux; U; Android 1.1; de-; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-197,era_g1_ver1_subandroid16,"Mozilla/5.0 (Linux; U; Android 1.6; pl-pl; Era G1 Build/DRC92) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-198,tmobile_g1_ver1_5_subcrc37,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; T-Mobile G1 Build/CRC37) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-199,htc_dream_ver1_subuaus3,"Mozilla/5.0 (Linux; U; Android 1.0; en-us; HTC_Dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-200,tmobile_g1_ver1_6_dmd64,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; T-Mobile G1 Build/DMD64) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-201,tmobile_g1_ver1_6_subuk,"Mozilla/5.0 (Linux; U; Android 1.6; en-gb; T-Mobile G1 Build/DRC92) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-202,tmobile_g1_ver1_6,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; T-Mobile G1 Build/DRC83) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-203,tmobile_g1_ver1_5,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-204,tmobile_g1_ver1_5_subcrc1,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; T-Mobile G1 Build/CRC1) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-205,tmobile_g1_ver1_5_subua,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; T-Mobile G1 Build/CRB17) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-206,htc_android_g1_ver1_subdeat,"Mozilla/5.0 (Linux; U; Android 1.5; de-at; T-Mobile G1 Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-207,htc_dream_ver1_subuauk,"Mozilla/5.0 (Linux; U; Android 1.1; en-gb; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-208,htc_dream_ver1_subuaus,"Mozilla/5.0 (Linux; U; Android 1.0; en-us; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-209,tmobile_g1_ver1_subuk2,"Mozilla/5.0 (Linux; U; Android 1.6; en-gb; T-Mobile G1 Build/DRC83) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-210,htc_dream_ver1_subuadk,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; Android Dev Phone 1 Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-211,tmobile_g1_ver1_subuk,"Mozilla/5.0 (Linux; U; Android 1.0; en-gb; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-212,tmobile_g1_ver1_subus,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; T-Mobile G1 Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-213,tmobile_g1_ver1,"Mozilla/5.0 (Linux; U; Android 1.1; en-us; T-Mobile G1 Build/PLAT-RC33) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-214,era_g2_ver1,"Mozilla/5.0 (Linux; U; Android 1.5; pl-pl; ERA G2 Touch Build/CUPCAKE) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-215,tmobile_g2_ver1_6_subandroid16,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; sapphire) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-216,tmobile_g2_ver1_subdede,"Mozilla/5.0 (Linux; U; Android 1.5; de-de; T-Mobile_G2_ Touch Build/CUPCAKE) AppleWebKit/ 528.5+ (KHTML, like Gecko) Version/3.1. 2 Mobile Safari/525.20. 1"
autogen-217,tmobile_g2_ver1_subua,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; T-Mobile_G2_Touch Build/CUPCAKE) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-218,tmobile_g2_ver1,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; T-Mobile G2 Touch Build/CUPCAKE) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-219,tmobile_mytouch_ver1,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; T-Mobile myTouch 3G Build/CRB57) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-220,tmobile_mytouch_ver1_6_dmd64_1,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; T-Mobile myTouch 3G Build/DMD64) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-221,tmobile_mytouch_ver1_6,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; T-Mobile myTouch 3G Build/DRC92) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-222,htc_dream_ver1_subuasg2,"Mozilla/5.0 (Linux; U; Android 1.1; en-sg; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-223,htc_dream_ver1_sub_epe54b,"Mozilla/5.0 (Linux; U; Android 2.1-update1; en-us; HTC Dream Build/EPE54B) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
autogen-224,htc_dream_ver1,"Mozilla/5.0 (Linux; U; Android HTC_Dream-1.13.0.1; en-us; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-225,htc_dream_ver1_subenca_submoz,"Mozilla/5.0 (Linux; U; Android 1.5; en-ca; HTC Dream Build/CUPCAKE) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-226,htc_dream_ver1_subfrfr,"Mozilla/5.0 (Linux; U; Android 1.5; fr-fr; htc_dream Build/CUPCAKE) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20090728)"
autogen-227,htc_dream_ver1_subandroid15,"HTC_Dream Mozilla/5.0 (Linux; U; Android 1.5; en-ca; Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-228,htc_dream_ver1_subandroid16,"Mozilla/5.0 (Linux; U; Android 1.6; en-us; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-229,htc_dream_ver1_subandroid11,"Mozilla/5.0 (Linux; U; Android 1.1; en-us; dream) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-230,htc_magic_ver1_subenno,"Mozilla/5.0 (Linux; U; Android 1.5; en-no; HTC Magic Build/2.17.401.2) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-231,htc_magic_ver1_cupcake_subru,"Mozilla/5.0 (Linux; U; Android 1.5; ru-ru; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-232,htc_magic_ver1_cupcake_subua,"Mozilla/5.0 (Linux; U; Android 1.5; en-sg; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-233,htc_magic_ver1_subfr16,"Mozilla/5.0 (Linux; U; Android 1.6; fr-fr; HTC Magic Build/DRC92) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-234,htc_magic_ver1,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; sapphire; HTC_Magic) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-235,htc_magic_ver1_subes,"Mozilla/5.0 (Linux; U; Android 1.5; es-es; HTC Magic Build/CRB17) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-236,htc_magic_ver1_subfr,"Mozilla/5.0 (Linux; U; Android 1.5; fr-fr; HTC Magic Build/CRC1) AppleWebKit/528.5+ (KHTML, like G ecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-237,htc_magic_ver1_cupcake,"Mozilla/5.0 (Linux; U; Android 1.5; en-us; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-238,htc_magic_ver1_cupcake_it,"Mozilla/5.0 (Linux; U; Android 1.5; it-; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-239,htc_magic_ver1_cupcake_ie,"Mozilla/5.0 (Linux; U; Android 1.5; en-ie; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-240,htc_magic_ver1_cupcake_se,"Mozilla/5.0 (Linux; U; Android 1.5; sv-se; HTC Magic Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko)"
autogen-241,htc_magic_ver1_subdrc92,"Mozilla/5.0 (Linux; U; Android 1.6; en-gb; HTC Magic Build/DRC92) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2"
autogen-242,htc_magic_ver1_es,"Mozilla/5.0 (Linux; U; Android 1.5; es-es; HTC Magic Build/CRB43) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-243,htc_magic_ver1_gb,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; HTC Magic Build/CRA57B) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-244,htc_magic_ver1_de,"Mozilla/5.0 (Linux; U; Android 1.5; de-de; HTC Magic Build/CRB17) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-245,htc_magic_ver1_subandroid16,"Mozilla/5.0 (Linux; U; Android 1.6; en-gb; HTC Magic Build/DRC92) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-246,htc_magic_ver1_subandroid15,HTC Magic
autogen-247,htc_magic_ver1_subes_android16,"Mozilla/5.0 (Linux; U; Android 1.6; es-es; HTC Magic Build/DRC92) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-248,htc_magic_ver1_subandroid15_ca,"HTC_Magic Mozilla/5.0 (Linux; U; Android 1.5; en-ca; Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-249,htc_hero_ver1_cupcake_subense,"Mozilla/5.0 (Linux; U; Android 1.5; en-se; HTC Hero Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-250,htc_hero_ver1_cupcake_subenno,"Mozilla/5.0 (Linux; U; Android 1.5; en-no; HTC Hero Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
autogen-251,htc_hero_ver1_cupcake_subengb,"Mozilla/5.0 (Linux; U; Android 1.5; en-gb; HTC Hero Build/CUPCAKE) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1"
